<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
2644.0,TCKT3644,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-05 11:15:19,Low,Critical,2024-12-05 11:15:19,2024-12-05 16:15:19,Closed,Eve
2645.0,TCKT3645,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-18 20:11:18,High,Critical,2025-02-18 20:11:18,2025-02-18 23:11:18,Closed,Charlie
2646.0,TCKT3646,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-03 20:23:27,Low,Critical,2024-12-03 20:23:27,,Open,Charlie
2647.0,TCKT3647,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-05 20:54:11,Medium,Minor,2024-12-05 20:54:11,,Open,Charlie
2648.0,TCKT3648,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-24 14:37:50,High,Critical,2024-12-24 14:37:50,2024-12-24 18:37:50,Resolved,Charlie
2649.0,TCKT3649,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-30 01:52:38,Medium,Minor,2025-01-30 01:52:38,,In Progress,Eve
2650.0,TCKT3650,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-22 21:20:16,High,Major,2025-01-22 21:20:16,,Open,Charlie
2651.0,TCKT3651,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-07 19:33:30,High,Major,2024-12-07 19:33:30,,Open,Eve
2652.0,TCKT3652,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-05 16:04:06,Medium,Major,2025-02-05 16:04:06,,Open,Eve
2653.0,TCKT3653,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-27 19:53:51,High,Critical,2024-12-27 19:53:51,2024-12-27 21:53:51,Resolved,Alice
2654.0,TCKT3654,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-27 04:44:52,Low,Major,2025-02-27 04:44:52,,In Progress,Charlie
2655.0,TCKT3655,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-27 15:53:32,Critical,Major,2025-01-27 15:53:32,,Open,Alice
2656.0,TCKT3656,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-08 09:50:58,Low,Critical,2024-12-08 09:50:58,2024-12-08 12:50:58,Closed,Bob
2657.0,TCKT3657,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-03 18:11:45,High,Critical,2025-01-03 18:11:45,,In Progress,Dana
2658.0,TCKT3658,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-04 11:39:32,High,Critical,2025-02-04 11:39:32,2025-02-04 14:39:32,Resolved,Eve
2659.0,TCKT3659,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-27 19:45:50,Critical,Minor,2025-02-27 19:45:50,,Open,Dana
2660.0,TCKT3660,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-09 08:53:48,High,Major,2025-02-09 08:53:48,2025-02-09 09:53:48,Closed,Dana
2661.0,TCKT3661,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-12 04:00:22,Medium,Critical,2025-02-12 04:00:22,,Open,Alice
2662.0,TCKT3662,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-13 08:47:58,Critical,Critical,2024-12-13 08:47:58,,Open,Dana
2663.0,TCKT3663,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-17 02:31:17,Low,Critical,2025-01-17 02:31:17,,In Progress,Charlie
2664.0,TCKT3664,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-08 10:21:36,Medium,Critical,2025-02-08 10:21:36,2025-02-08 15:21:36,Resolved,Alice
2665.0,TCKT3665,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-31 18:38:28,Low,Major,2025-01-31 18:38:28,,In Progress,Alice
2666.0,TCKT3666,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-03 21:35:21,Medium,Major,2025-01-03 21:35:21,,In Progress,Charlie
2667.0,TCKT3667,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-03 12:29:28,High,Minor,2024-12-03 12:29:28,,In Progress,Dana
2668.0,TCKT3668,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-20 07:53:19,Medium,Critical,2024-12-20 07:53:19,,In Progress,Eve
2669.0,TCKT3669,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-09 00:00:12,Low,Critical,2025-02-09 00:00:12,,In Progress,Charlie
2670.0,TCKT3670,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-13 08:29:34,High,Major,2024-12-13 08:29:34,2024-12-13 11:29:34,Resolved,Alice
2671.0,TCKT3671,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-20 17:33:58,Low,Minor,2025-01-20 17:33:58,,Open,Alice
2672.0,TCKT3672,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-27 07:06:45,Critical,Critical,2025-01-27 07:06:45,2025-01-27 09:06:45,Closed,Eve
2673.0,TCKT3673,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-23 01:38:46,High,Major,2025-02-23 01:38:46,,Open,Bob
2674.0,TCKT3674,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-13 13:58:15,Medium,Major,2024-12-13 13:58:15,2024-12-13 16:58:15,Closed,Alice
2675.0,TCKT3675,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-22 17:17:58,Medium,Minor,2025-01-22 17:17:58,2025-01-22 22:17:58,Resolved,Dana
2676.0,TCKT3676,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-04 17:37:53,High,Major,2025-02-04 17:37:53,2025-02-04 18:37:53,Resolved,Alice
2677.0,TCKT3677,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-06 09:22:22,Critical,Major,2025-02-06 09:22:22,,Open,Charlie
2678.0,TCKT3678,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-05 13:58:55,Medium,Minor,2024-12-05 13:58:55,2024-12-05 17:58:55,Closed,Charlie
2679.0,TCKT3679,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-11 09:48:07,Medium,Critical,2025-02-11 09:48:07,,Open,Bob
2680.0,TCKT3680,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-25 04:17:53,Critical,Minor,2025-02-25 04:17:53,,Open,Bob
2681.0,TCKT3681,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-06 16:38:45,Medium,Major,2025-01-06 16:38:45,,Open,Eve
2682.0,TCKT3682,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-09 15:14:48,High,Minor,2025-02-09 15:14:48,2025-02-09 18:14:48,Resolved,Charlie
2683.0,TCKT3683,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-19 02:45:52,Low,Minor,2025-02-19 02:45:52,,Open,Bob
2684.0,TCKT3684,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-07 14:42:25,High,Critical,2024-12-07 14:42:25,,Open,Charlie
2685.0,TCKT3685,UserPortal,Bug issue in UserPortal,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-01 23:56:23,High,Critical,2025-02-01 23:56:23,,In Progress,Eve
2686.0,TCKT3686,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-12 07:59:00,Medium,Critical,2025-02-12 07:59:00,2025-02-12 11:59:00,Resolved,Charlie
2687.0,TCKT3687,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-16 02:04:14,Critical,Major,2024-12-16 02:04:14,,Open,Dana
2688.0,TCKT3688,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-12 20:55:25,Critical,Minor,2024-12-12 20:55:25,,Open,Charlie
2689.0,TCKT3689,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-16 12:18:49,High,Critical,2025-02-16 12:18:49,,In Progress,Charlie
2690.0,TCKT3690,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-24 19:00:08,High,Minor,2025-01-24 19:00:08,,In Progress,Alice
2691.0,TCKT3691,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-05 03:19:50,High,Major,2024-12-05 03:19:50,,Open,Bob
2692.0,TCKT3692,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-09 03:13:11,Low,Minor,2025-01-09 03:13:11,,Open,Dana
2693.0,TCKT3693,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-05 16:05:54,Critical,Minor,2024-12-05 16:05:54,2024-12-05 18:05:54,Resolved,Dana
2694.0,TCKT3694,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-05 09:51:03,High,Minor,2024-12-05 09:51:03,2024-12-05 10:51:03,Closed,Dana
2695.0,TCKT3695,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-25 05:16:16,Critical,Major,2024-12-25 05:16:16,,Open,Alice
2696.0,TCKT3696,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-02 17:25:39,Low,Critical,2025-01-02 17:25:39,,Open,Eve
2697.0,TCKT3697,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-01 20:25:04,Medium,Minor,2025-01-01 20:25:04,,Open,Bob
2698.0,TCKT3698,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-18 01:07:57,Medium,Minor,2024-12-18 01:07:57,,In Progress,Eve
2699.0,TCKT3699,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-29 07:42:50,Medium,Minor,2024-12-29 07:42:50,,Open,Charlie
2700.0,TCKT3700,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-04 14:57:34,Medium,Critical,2025-01-04 14:57:34,2025-01-04 19:57:34,Closed,Alice
2701.0,TCKT3701,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-29 22:55:57,Medium,Critical,2024-12-29 22:55:57,,Open,Charlie
2702.0,TCKT3702,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-27 19:35:19,High,Major,2025-02-27 19:35:19,,In Progress,Dana
2703.0,TCKT3703,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-24 05:10:00,High,Critical,2025-02-24 05:10:00,2025-02-24 10:10:00,Closed,Eve
2704.0,TCKT3704,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-27 00:22:25,Medium,Major,2025-01-27 00:22:25,2025-01-27 03:22:25,Resolved,Eve
2705.0,TCKT3705,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-07 04:43:00,Medium,Minor,2025-01-07 04:43:00,2025-01-07 06:43:00,Resolved,Bob
2706.0,TCKT3706,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-17 07:05:12,Critical,Major,2024-12-17 07:05:12,2024-12-17 10:05:12,Resolved,Alice
2707.0,TCKT3707,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-30 00:35:34,High,Major,2024-12-30 00:35:34,,In Progress,Alice
2708.0,TCKT3708,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-03 23:01:54,Low,Major,2025-02-03 23:01:54,2025-02-04 02:01:54,Closed,Charlie
2709.0,TCKT3709,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-01 12:18:35,Medium,Minor,2025-01-01 12:18:35,2025-01-01 15:18:35,Closed,Dana
2710.0,TCKT3710,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-19 10:39:54,Low,Major,2025-01-19 10:39:54,,Open,Eve
2711.0,TCKT3711,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-30 23:34:36,Medium,Critical,2025-01-30 23:34:36,,In Progress,Eve
2712.0,TCKT3712,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-07 00:12:35,High,Minor,2025-02-07 00:12:35,,In Progress,Eve
2713.0,TCKT3713,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-11 03:30:04,High,Critical,2025-02-11 03:30:04,2025-02-11 04:30:04,Resolved,Charlie
2714.0,TCKT3714,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-02-02 23:18:17,Medium,Major,2025-02-02 23:18:17,2025-02-03 02:18:17,Resolved,Eve
2715.0,TCKT3715,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-10 15:40:10,High,Minor,2025-01-10 15:40:10,2025-01-10 19:40:10,Resolved,Charlie
2716.0,TCKT3716,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-05 17:29:27,High,Critical,2024-12-05 17:29:27,,In Progress,Alice
2717.0,TCKT3717,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-19 07:25:17,High,Major,2024-12-19 07:25:17,2024-12-19 12:25:17,Closed,Eve
2718.0,TCKT3718,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-03 04:42:11,Medium,Critical,2025-01-03 04:42:11,2025-01-03 08:42:11,Closed,Charlie
2719.0,TCKT3719,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-21 22:55:34,Low,Major,2024-12-21 22:55:34,2024-12-22 00:55:34,Resolved,Alice
2720.0,TCKT3720,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-12 09:41:55,Medium,Major,2025-01-12 09:41:55,2025-01-12 11:41:55,Resolved,Eve
2721.0,TCKT3721,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-22 02:49:26,Medium,Critical,2025-01-22 02:49:26,2025-01-22 07:49:26,Closed,Bob
2722.0,TCKT3722,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-14 03:35:00,Critical,Critical,2025-02-14 03:35:00,2025-02-14 07:35:00,Closed,Eve
2723.0,TCKT3723,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-22 11:50:56,Medium,Minor,2025-02-22 11:50:56,,Open,Eve
2724.0,TCKT3724,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-10 01:00:09,Medium,Minor,2025-02-10 01:00:09,,In Progress,Eve
2725.0,TCKT3725,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-01 11:33:33,High,Major,2025-02-01 11:33:33,2025-02-01 12:33:33,Closed,Dana
2726.0,TCKT3726,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-18 18:36:24,Critical,Major,2024-12-18 18:36:24,2024-12-18 20:36:24,Closed,Dana
2727.0,TCKT3727,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-10 14:52:48,Medium,Critical,2025-02-10 14:52:48,2025-02-10 19:52:48,Closed,Eve
2728.0,TCKT3728,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-11 16:32:49,Low,Minor,2025-02-11 16:32:49,,In Progress,Dana
2729.0,TCKT3729,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-13 02:38:06,Critical,Major,2025-01-13 02:38:06,2025-01-13 07:38:06,Resolved,Bob
2730.0,TCKT3730,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-19 12:14:39,Low,Critical,2024-12-19 12:14:39,2024-12-19 13:14:39,Resolved,Alice
2731.0,TCKT3731,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-15 01:44:03,Critical,Minor,2025-02-15 01:44:03,2025-02-15 06:44:03,Closed,Alice
2732.0,TCKT3732,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-05 20:09:49,Low,Minor,2025-02-05 20:09:49,2025-02-05 23:09:49,Closed,Alice
2733.0,TCKT3733,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-26 00:49:57,Low,Critical,2025-02-26 00:49:57,,Open,Charlie
2734.0,TCKT3734,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-24 03:47:33,Critical,Critical,2025-02-24 03:47:33,,Open,Alice
2735.0,TCKT3735,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-25 16:22:19,High,Critical,2024-12-25 16:22:19,,In Progress,Charlie
2736.0,TCKT3736,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-13 15:00:33,Low,Minor,2025-01-13 15:00:33,2025-01-13 16:00:33,Closed,Eve
2737.0,TCKT3737,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-24 05:34:59,Medium,Minor,2024-12-24 05:34:59,2024-12-24 08:34:59,Resolved,Alice
2738.0,TCKT3738,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-01 00:18:00,High,Minor,2024-12-01 00:18:00,2024-12-01 05:18:00,Resolved,Bob
2739.0,TCKT3739,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-06 18:50:53,Medium,Critical,2024-12-06 18:50:53,,Open,Dana
2740.0,TCKT3740,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-03 05:02:58,High,Major,2025-01-03 05:02:58,2025-01-03 06:02:58,Resolved,Dana
2741.0,TCKT3741,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-08 19:34:59,High,Major,2024-12-08 19:34:59,2024-12-08 21:34:59,Resolved,Alice
2742.0,TCKT3742,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-02 07:21:34,Low,Minor,2024-12-02 07:21:34,2024-12-02 10:21:34,Resolved,Bob
2743.0,TCKT3743,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-03 10:32:47,Medium,Major,2024-12-03 10:32:47,,In Progress,Alice
2744.0,TCKT3744,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-10 02:49:20,Critical,Major,2025-01-10 02:49:20,,Open,Eve
2745.0,TCKT3745,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-12 03:54:26,Low,Major,2025-02-12 03:54:26,,Open,Charlie
2746.0,TCKT3746,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-22 11:03:39,Low,Minor,2024-12-22 11:03:39,,Open,Charlie
2747.0,TCKT3747,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-22 15:42:59,High,Minor,2025-02-22 15:42:59,,Open,Charlie
2748.0,TCKT3748,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-18 21:21:20,Low,Critical,2025-01-18 21:21:20,,In Progress,Charlie
2749.0,TCKT3749,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-27 23:40:14,Critical,Major,2025-01-27 23:40:14,,In Progress,Bob
2750.0,TCKT3750,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-02 17:01:56,Low,Critical,2025-01-02 17:01:56,2025-01-02 19:01:56,Resolved,Bob
2751.0,TCKT3751,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-02-21 14:46:25,Medium,Critical,2025-02-21 14:46:25,2025-02-21 19:46:25,Resolved,Eve
2752.0,TCKT3752,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-12 11:20:21,High,Major,2025-02-12 11:20:21,2025-02-12 13:20:21,Closed,Dana
2753.0,TCKT3753,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-26 04:56:51,High,Critical,2025-02-26 04:56:51,2025-02-26 07:56:51,Closed,Alice
2754.0,TCKT3754,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-19 09:58:26,High,Critical,2025-02-19 09:58:26,2025-02-19 14:58:26,Resolved,Eve
2755.0,TCKT3755,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-05 03:58:27,Low,Major,2024-12-05 03:58:27,,Open,Dana
2756.0,TCKT3756,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-19 16:13:54,High,Minor,2024-12-19 16:13:54,2024-12-19 18:13:54,Closed,Eve
2757.0,TCKT3757,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-17 00:35:27,Medium,Critical,2025-02-17 00:35:27,,In Progress,Charlie
2758.0,TCKT3758,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-24 16:53:55,Low,Major,2025-01-24 16:53:55,2025-01-24 19:53:55,Closed,Eve
2759.0,TCKT3759,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-12 17:11:39,Critical,Major,2025-01-12 17:11:39,2025-01-12 18:11:39,Resolved,Charlie
2760.0,TCKT3760,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-25 23:05:08,Critical,Critical,2025-02-25 23:05:08,,Open,Eve
